Avtosalon,Qiymet,Valyuta,Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti,Yeniləndi,Baxışların sayı,Extra,Etrafli,Sahiblər,Hansı bazar üçün yığılıb,Yerlərin sayı,Qəzalı
1,23000,USD,Bakı,Mercedes,S 500,2010,Sedan,Qara,5.0 L/385 a.g./Benzin,145 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,7812,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr, Oturacaqların ventilyasiyası","Avtomobil resmi dillerdan alinib. Hech bir problemi yoxdu, mashin herc teleb etmir. Original probegda, kraska udar vuruq yoxdu. Barter sirt avtoynan olunur.",1,Rəsmi diler,5,
1,40900,USD,Bakı,Toyota,RAV4,2022,Offroader / SUV,Ağ,2.5 L/222 a.g./Hibrid,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib", 27.05.2023,329,"Yüngül lehimli disklər, ABS, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası","2022, ,0 km,4/4 Tam oturucu,92 oktan benzınle ısleyır,Şəhər içi 5,5litr benzin sərfiyatı,Arxa Kamera,Start-Stop,Dəri(Nappa)salon,Unvan;Hesenbey Zərdabi 74 (Qələbə dairəsi,Azpetrol YDM yanı)",,,5,
0,27500,USD,Bakı,Land Rover,Range Rover,2012,Offroader / SUV,Ağ,5.0 L/510 a.g./Benzin,240 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənib", 26.05.2023,318,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Oturacaqların ventilyasiyası",Maşın öz şəxsi maşınımdır. Maşın ideal vəziyyətdədir. Elektronikası normaldır. Matorun sepi başmaqları yeni dəyişib. Qəti sürətdə yağ yemir. Karobka vurmur. İdeal maşın axtaranlar buyursun. Şəhər içi rasxodu 16-17 litr. Trasda 9 litr A92 markalı benzinlə rahat işləyir. 360 dərəxə kamerası. Pnevması idealdır buraxmır. Təkərləri normaldır. Kraska buferlərində və bir detalında cızığa görə kraskalanıb.  Barter olar. Baxır təklifə,3,Avropa,5,
0,16800,AZN,Bakı,Chevrolet,Cruze,2015,Sedan,Ağ,1.4 L/140 a.g./Benzin,211 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib", 27.05.2023,1043,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr, Oturacaqların ventilyasiyası",LTZ RS ideal veziyetde ilkin 6500 azn Kredit mumkundu.,0,Amerika,5,
0,22800,AZN,Bakı,Kia,Sportage,2011,Offroader / SUV,Ağ,2.0 L/163 a.g./Benzin,152 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənib", 28.05.2023,924,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr, Oturacaqların ventilyasiyası",Maşın yaxşı vəziyyətdədir. Kreditə salmağ mümkündür. İlkin ödəniş:7800 AZN Aylıq:740 AZN,,,,
1,157500,USD,Bakı,BMW,X7,2023,Offroader / SUV,Qara,3.0 L/380 a.g./Benzin,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib", 27.05.2023,452,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr, Oturacaqların ventilyasiyası","Rəsmi diler İmprotex Motors  4il zəmanət var(200.000 km)  Modelin Tam full komplektasiyasi  NİGHT -paket  X-drive  M-sport paketi  Distronik  Harman/Kardin audio sistemi,etraf səs sistemi  Arxa görünüş kamerası  Original dəri.İndividual  Head Up displey  TV funksiyası  Kubok tutacaqlar (istilik ,soyutma)  Rəng dəyişən şüşəli tavan  Avadanlıqların əyləc sisteminin ixracı  Təcili rejimdə hərəkət etməyə imkan verən təkərlər  M-sport əyləncələri  Sport avtomatik transmissiya Steptonic  Təkər təzyiqinin göstəricisi  Rahat giriş  Qapı bağlayıcı  Alüminium həddi  Dam relsləri,atlaz alekrablı BMW açari  İdarə panelində çoxfunksiyalı displey  Panoramik şüşədən SKY LOUNGE(vurgulanmis)  Arxa sərnişinlər üçün yan günəş pərdələri  Velor ayaq döşəkleri  Xəbərdarlıq üçbucağı və ilk yardım dəsti  Siqaret dəsti  Ön oturacaqların havalandırılması  Qabaqcıl xüsusiyyətlərə malik avtomatik 4zonalı iqlim nəzarəti  Komfort ön və arxa oturacaqlar,elektriklə tənzimlənir.  Crafted Clarity şüşə örtüyü  Ön və arxa oturacaqların qızdırılması  Masaj funksiyalı ön oturacaqlar  Taxta daxili bəzək ""Fineline Stripe""  Blow -by istilik sistemi  Daxili işıqlandırma ilə müşayiət olunur  Avtomatik uzun işıq  Aktiv müdafiə  Sürücü köməkçisi (toqquşma xəbərdarlığı)  Park Asistant Plus (park ətraf görünüş sistemi)  Ətraf işığı  BMW lazer işığı  Dayanarkən toqquşmanın qarşısini alin  Avtomatik dayanacaq  Aktiv ölü zona nəzarət köməkçisi  Ön şüşədə baş üstü displey  Apple Carplay hazırlanır  Arxa əyləncə sistemi PROFESSİONAL  BMW lülə Cochpit professional  BMW jest nəzarəti  Baş örtük ""Akontara""antrasit  Arxa sol və sağ qapılarda elektriklə işləyən jalüzlər  Aktiv Muskontur oturacaq paketi  Arxa oturacaqların masaj funksiyaları  Uzanmaq üçün 3 cü sıra elektrik oturacaqları .",,Rəsmi diler,7,
0,14000,AZN,Bakı,Opel,Astra,2009,Universal,Ağ,1.4 L/90 a.g./Benzin,160 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,96,"ABS, Mərkəzi qapanma, Kondisioner","В отличном состоянии,торг при осмотре",1,Avropa,,
0,9600,AZN,Bakı,Volkswagen,Passat,2007,Sedan,Ağ,2.0 L/200 a.g./Benzin,400 100 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənib", 27.05.2023,501,"Yüngül lehimli disklər, ABS, Lyuk, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Arxa görüntü kamerası, Yan pərdələr","Maşın yaxşı vəziyyətdədi. Motor qətiyyən yağ yemir, Karopka sadədir. Dəyişən detali yoxdur. Barter olunmur.",,Amerika,5,
0,24700,USD,Bakı,Ford,Mustang,2017,Kabriolet,Qara,2.3 L/309 a.g./Benzin,48 700 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,13147,"Yüngül lehimli disklər, ABS, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Oturacaqların ventilyasiyası","FORD MUSTANG GT 500 kabrio Full komplektasiya. VİN 1FATP8UHXJ5115318, istehsal ili 2017 model 2018, şəxsi firarişimlə ABŞ-dan gətirib, öz adımdadır Bakıda sürülməyib. Tam ideal vəziyyətdədir. Kredit mümkündür: İlkin ödəniş -17.948Azn, 3illik-1177.60azn ayda. Bu qiymətə bütün xərclər daxildir ( Kasko sığortası, GPS və s. DYP xaric olmağla).",2,,4,
0,34500,USD,Bakı,BMW,530,2017,Sedan,Ağ,2.0 L/249 a.g./Benzin,51 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 25.05.2023,279,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr",Təcili Təcili satılır.,1,Digər,5,
1,22900,AZN,Sumqayıt,Hyundai,Elantra,2015,Sedan,Göy,2.0 L/150 a.g./Benzin,81 998 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,6180,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr","Fullcars Sumqayıt.  ______________________  Kredit və barter mümkündür  Maksimum kredit müddeti 36 ay  40% ilkin ödəniş. Illik 23-25%  Maksimum 2 saat ərzində sənədləşmə  Hərcür avtomobillərin alış,satış və barteri mümkündür  ________________________  Hyundai Elantra Limited  Win 2015; Tex/t 2014 Katalizatoru usdundedi  Deri salon  Keyless-Go (acarsiz daxilolma) Star/Stop Lyuk  Eco rejim  Kondisioner  Yuruw orijinaldir  Avto pilot  Oturacaqlarin isidilmesi  Multi sukan  Yagiw sensoru  Tekerlerin hava sensoru  Avtomobil heçbir xərc tələb etmir  Kondisioneri iwlek veziyyetdedir  Avtomobil yaxwi vəziyyətdədir  Bütün funksiyalar işlək vəziyyətdədir  Muwderinin isdeyinden asili olaraq hansi servisde isdese yoxlada biler  İlkin ödəniş 10000 AZN ödəməklə avtomobilə sahib ola bilərsiniz  Ətraflı məlumat üçün bizimlə əlaqə saxlaya bilərsiniz  Ünvan: Sumqayıt şəhər, Sülh küçəsi, Gömrük idarəsinin yanı",,Amerika,,
0,3000,AZN,Balakən,LADA (VAZ),21011,1985,Sedan,Tünd qırmızı,1.5 L/72 a.g./Benzin,12 843 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 27.05.2023,522,Yüngül lehimli disklər,Masin ela veziyetdedi  curukden sohbet ola bilmez  karapka 4 mosda azmaz ses var  tekerler teze,3,Rusiya,5,
0,48000,AZN,Gəncə,Kia,Sorento,2018,Offroader / SUV,Qara,2.0 L/184 a.g./Dizel,92 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 25.05.2023,469,"Yüngül lehimli disklər, ABS, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Oturacaqların ventilyasiyası",Respublikaya yeni gəlib heç bir xərc tələb etmir. 100% orijinal probeq bir detalında kraska var . Birka 2017,,Koreya,7,
0,45500,AZN,Bakı,Kia,Sorento,2015,Offroader / SUV,Ağ,2.0 L/184 a.g./Dizel,166 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,2246,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr, Oturacaqların ventilyasiyası","•Avtomobil Koreyadan yeni gəlib. Bakıda sürülməyib, gətirilən kimi moturun yağı dəyişilib və qarajda saxlanılır.  • Maşın təmiz bezkraskadır, buferdə belə rəng yoxdur • Arxa və qabaq radar, start/stop düyməsi, avtorejim,  qızdırıcı və soyuducu sistem, ponarama lyuk, digər texniki ve elektron sistemi tam işlək ve ideal vəziyyətdədir.  • Tam ful komplektasyadır.  • Mator, karoropka, xadavoy sistemi ideal veziyetdedir, heç bir xərc tələb etmir. • Avtomobil komfortlu və ən əsasdakı ekonomdur. Bir sozle ideal masindir. • Maşın “Enkar” saytından alınıb. • Alıcı istənilən servisdə yoxlada bilər.",1,Koreya,7,
0,15400,AZN,Bakı,Volkswagen,Jetta,2013,Sedan,Qara,1.8 L/180 a.g./Benzin,189 200 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 24.05.2023,3633,"Yüngül lehimli disklər, ABS, Lyuk, Mərkəzi qapanma, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası","Volkswagen Jetta TSI 1.8! Təcili satılır! Sadə karobka + Sport rejim  92 Benzil ilə rahat çalışır Tam dolu versiyadır! Multi rul, dəri salon, lyuk, oturacaq isidiciləri, yan güzgülərin isidilməsi və s. (sadə modellərdə olmur bunlar). Arxa və ön kameralar  Start stop  Yürüş (probeq) originaldır Maşın öz adımadır.  İstediyiniz ustaya yoxlatdira bilersiniz, Maşın hal hazırda heç bir xərc tələb etmir. Real alıcıya qiymətdə endirim olacaq",2,Amerika,5,
0,21900,AZN,Bakı,Hyundai,Elantra,2015,Sedan,Yaş Asfalt,1.8 L/150 a.g./Benzin,209 215 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 25.05.2023,287,"Yüngül lehimli disklər, ABS, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası","İdeal vəzyətdə,carfax 2016,gündəlik işə evə sürülür,real alıcıyla razılaşacam",,Amerika,5,
1,40900,USD,Bakı,Subaru,Forester,2023,Offroader / SUV,Ağ,2.5 L/171 a.g./Benzin,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,2408,,"RƏNQLƏR MÜXTƏLİFDİR ! =========================== EFFEKTİV İLLİK - 7% İLƏ, HÜQUQİ FƏ FİZİKİ ŞƏXSLƏR ÜÇÜN MANATLA KREDİT VƏ LİZİNQ MÜMKÜNDÜR !!! =========================== KÖÇÜRMƏ YOLU İLƏ (ƏDV DAXİL/XARİC) MÜMKÜNDÜR ! =========================== -TEST DRİVE EDƏ BİLƏRSİNİZ ! =========================== -3 İl və ya 100.000 km.rəsmi zəmanət! =========================== DAĞA ƏTRAFLI MƏLUMAT AŞAĞIDAKİ GÖSTƏRİLƏN ÜNVANDA ALA BİLƏRSİNİZ! ÜNVAN - BAKI AVTOMOBİL SATIŞ MƏRKƏZİ (BADABDAR MAŞIN BAZARI) AVTOSALON - ""BADAMDAR RƏSMİ DİLER STUDİO360"" ========================== QEYD 1: - Müraciyyət etdiyiniz zaman avotmobil stokda olmadığı halda sifarişlə qətirilə bilər ! Daha ətraflı məlumat almaq üçün bizimlə əlaqə saxlayın ! QEYD 2: Avtomobiliniz üçün peşəkar foto çəkiliş etmək təklif edirik ! Elanınız diqər elanlardan fərqlənsin, baxışların və satış şanslarınız artsın ! AVTOSALON ""BADAMDAR RƏSMİ DİLER STUDİO360"" - avtomobilinizin satışında köməkçinizdir! Öz vtomobilinizi satış məqsədi ilə bizim salona yerləşdirə bilərsiniz !",,Avropa,,
0,26400,USD,Bakı,BMW,528,2015,Sedan,Ağ,2.0 L/245 a.g./Benzin,132 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,12653,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası",Avtomobil ideal veziyyetdedir. Bakida birinci sahibiyem. Avtomobil amerikadan qezasiz gelib. VIN kodda gore bilersiz.  Avomobil M5 tam yigilib.  Buferler M5 Krulolar M5 Rul M5 Pribor M5 M5 yigilmagi texpasportda qeyd olunub.  On faralar original adaptiv.  Head up Sport karopka.  Masinin at gucu 350 artirilib.  Pop corn  Alov cixmagi elave olunub.  Tekerleri 10 gundu qoyulub. Yagi deyisib.   Avtomobilin hecbir xerci yoxdur. Barter mumkundur. Ozunden ucuz ve bahali hundur masinlada barter etmek olar. (Esasen Porsche Cayenne),1,Amerika,,
0,19550,AZN,Bakı,Hyundai,Elantra,2011,Sedan,Qəhvəyi,1.8 L/150 a.g./Benzin,182 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənib", 28.05.2023,623,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Arxa görüntü kamerası","Tam saz vəziyyətdədir. Otur sür. Full versiya. Start/stop. Luk, kondosioner, oturacaqıarın isidilməsi, arxa görüntü kametası, faraların avtomatik qoşulması, yağış sensoru.",1,Amerika,5,
0,15200,AZN,Bakı,Honda,Insight,2009,Liftbek,Qara,1.3 L/88 a.g./Plug-in Hibrid,146 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 27.05.2023,2713,"Yüngül lehimli disklər, ABS, Yağış sensoru, Mərkəzi qapanma, Kondisioner, Ksenon lampalar, Yan pərdələr",Honda Insight Avtomobil Amerikadan Azerbaycan-a yeni gelib Avtomobil tam ideal veziyyetdedir. Avtomobil tam vururqsuz gelib. ( bez kraska ) Avtomobil tam full tehcizatdi. Mator ideal 👍 Karobka ideal 👍 Baterialar ideal 👍 Zavod kotalizator 👍 Original yurush 👍 Avtomobil tam passiz 👍 Audi sistemin sukandan idare olunmasi Cruze Control ( avtopilot ) Manitor Bluetooth Usb-Aux cixish yeri 15 lik yungul lehimli diskler - yaxshi tekerler.,,,,
0,10200,AZN,Bakı,Honda,HR-V,2003,Offroader / SUV,Ağ,1.6 L/125 a.g./Benzin,262 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənib", 27.05.2023,480,"Yüngül lehimli disklər, ABS, Lyuk, Mərkəzi qapanma, Park radarı, Kondisioner","Maşın 2007sentyabr ayından (32000kmdan)məndədir,4x4dür  dözümlü sərfəli maşındır.Şəhərdə 9/9,5 trasda 7l benzin sərf edir. 15ildi yalnız İşə evə sürülmüş aftomobildir. Real alıcı yoxlada bilər. Pul lazımdı deyə özüm satıram.",2,,5,
0,8000,AZN,Mingəçevir,LADA (VAZ),2115,2007,Sedan,Yaşıl,1.6 L/81 a.g./Benzin,166 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 26.05.2023,1955,"Yüngül lehimli disklər, Mərkəzi qapanma, Park radarı",Masin zavoddu gorunduyu kimi yaxsi veziyyetdedir. Matoru karopkasi peredoku eladi veziyyetdedir. Salonu temiz seliqeli. Gun erzinde cox az surulur. Deyiseni yoxdu iki yerinde kraska var qalan zavod kraskasidir. Curuyu pasi qeti yoxdu. Teze 4 teker Feredo caska naklatka sveca tasol teze deyisib ve s. Vaxti vaxtinda qulluq olunur. Sigorta texasmotur teze olunub. Masin oz adimadir. Ozune saglam 015 axtaran gelib baxsin,0,Rusiya,,
1,29700,USD,Bakı,Toyota,Prado,2013,Offroader / SUV,Qara,2.7 L/163 a.g./Benzin,193 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,264,"Yüngül lehimli disklər, ABS, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr, Oturacaqların ventilyasiyası",2014 de Servizden alinib butun xidmetlerde Servizde olub tam ideal veziyetedi 0 dan bir neferde olub,1,,,
0,10500,AZN,Xırdalan,Renault,Scenic,2005,Minivan,Bej,1.5 L/106 a.g./Dizel,290 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənib", 28.05.2023,862,"Yüngül lehimli disklər, ABS, Mərkəzi qapanma, Kondisioner, Oturacaqların isidilməsi, Dəri salon",Masin tam normal veziyetdedi.  Kredit mumkundu Ilkin odenis  2500azn  24ay                450azn Elave suallar ucun elaqe saxlayin,2,Avropa,7,
0,13900,AZN,Lerik,Chevrolet,Niva,2015,Offroader / SUV,Gümüşü,1.7 L/80 a.g./Benzin,141 000 km,Mexaniki,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib", 25.05.2023,367,"Yüngül lehimli disklər, ABS, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Arxa görüntü kamerası, Oturacaqların ventilyasiyası",İdeal Tecili pul lazım..,3,Amerika,4,
1,53900,USD,Lənkəran,Toyota,Avalon,2022,Sedan,Qara,2.5 L/218 a.g./Hibrid,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,1256,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası","Bəyəndiyiniz Avtomobili Bakida Təhvil verə Bilərik  ===============================  Sərfəli Kredit İmkanı  3 il və ya 100.000 km Rəsmi zəmanət  Hed Up  Line assist ( Zolaga nezaret)  Distronic ( avtomatik tormozlama)  Car Play  Ölu Zona Nezaret Sistemi  360 Derece Kamera  Yan elektrik qattanılar güzgülər  Xrom işləməli yan tutacaqlar  Tam Ponarama Lyuk  ABS + VSC with trailer sway  Ön və Arxa Park Radar  Hill assist control (hac)  Ön sürücü və sərnişin, yan və pərdə tipli təh. yastıqları  Sürücü diz üçün təhlükəsizlik yastığı  Immobilizer+siqnalizasiya  Usaqlar üçün qoruyucu kəmərlər  Sərnişinin təhlükəsizlik kəmər xatırladıcısı  Sükanda audio və telefon idarəetmə sistemi  Dəri ilə işlənmiş sükan çarxı  Mailliyə və çıxışa görə tənzimlənən sükan  Arxa oturacaqların 60/40 qatlanması  Avtomatik tənzimlənən sürücü və sərnişin oturacağı  Qızdırılan sürücü və ön sərnişin oturacaqları  Dəri oturacaqlar  Açarsız daxilolma və bir toxunuşla işəsalma  Yağış və işıq sensorları  2 Zonali Avtomatik kondinsioner  Cold area package - Soyuq zona hava paketi  Multi məlumat displeyi ( 7""dyum )  Premium display 8""dyum + Bluetooth  usb*1, vtr (aux) *1  Kruiz kontrol  Təkər-disk ölçüləri 235/45R18  Kuzov rəngində elektriklə tənzimlənən, qatlanan, qızdırılan yan güzgülər  Yan güzgülərdə dönmə işıqları  LED ön faralar (yaxın və uzaq işıqlar)  Ön faraların səviyyə tənzimləyicisi  LED Gündüz işıqları  LED Ön duman əleyhinə faralar  Arxa görüntülü kamera  Ön və Arxa park sensorları",,Rəsmi diler,,
